Timestamp,activo,genero,edad,area_arqueologia,fuente_ingresos,tiempo_experiencia,formacion_academica,salario,departamento,factor_ingreso,cargo,sector_mercado,estabilidad_ingreso,dias_campo,personas_cargo,tecnologia,problema_laboral,valor_posgrado,area_posgrado,percepcion_remuneracion,solucion_profesion,"22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte,area_posgrado_original,volveria_elegir,id_respuesta,tipo_lugar
6/1/2026 21:02:22,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,De 5 millones a 6 millones,Cesar,Especializacion tecnica,Profesional residente de obra,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,NA,Antropología en general o arqueología,3,42,Departamento
6/1/2026 21:02:22,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,De 5 millones a 6 millones,Cundinamarca,Especializacion tecnica,Profesional residente de obra,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,NA,Antropología en general o arqueología,3,42,Departamento
6/1/2026 21:02:22,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,De 5 millones a 6 millones,Santander,Especializacion tecnica,Profesional residente de obra,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,NA,Antropología en general o arqueología,3,42,Departamento
6/1/2026 21:02:22,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,De 5 millones a 6 millones,Antioquia,Especializacion tecnica,Profesional residente de obra,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,NA,Antropología en general o arqueología,3,42,Departamento
6/1/2026 21:03:53,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Consultoria",7 a 10 años,Maestría,De 4 millones a 5 millones,Bogota D.C.,Manejo de SIG,Consultor,Consultoria ambiental o estudios de impacto,Un poco fijos. Dependen de consultoria o creacion de contenido,De 1 a 5 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Desconexion entre formacion y oportunidades,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,NA,Antropología en general o arqueología,1,43,Departamento
6/1/2026 21:03:53,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Consultoria",7 a 10 años,Maestría,De 4 millones a 5 millones,Atlantico,Manejo de SIG,Consultor,Consultoria ambiental o estudios de impacto,Un poco fijos. Dependen de consultoria o creacion de contenido,De 1 a 5 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Desconexion entre formacion y oportunidades,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,NA,Antropología en general o arqueología,1,43,Departamento
6/1/2026 21:15:02,"Si, ocasionalmente",Hombre,50 años o más,"Gestión, coordinación de planes de manejo arqueológico, documentación, divulgación","Contratista - prestación de servicios, Trabajador independiente, Museos y conservación. Gestor cultural, Generando material didáctico",11 y 15 años,Maestría,De 4 millones a 5 millones,Bogota D.C.,Marca personal,Coordinador de proyectos,Patrimonio cultural,Variables. Dependen de contratos,De 1 a 5 días,De 1 a 3 personas,"Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Otro,NA,"Patrimonio, Museología y Arquitectura",Aproximadamente lo que debería ganar,Mejores salarios,3,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,3,44,Departamento
6/1/2026 21:15:02,"Si, ocasionalmente",Hombre,50 años o más,"Gestión, coordinación de planes de manejo arqueológico, documentación, divulgación","Contratista - prestación de servicios, Trabajador independiente, Museos y conservación. Gestor cultural, Generando material didáctico",11 y 15 años,Maestría,De 4 millones a 5 millones,Cundinamarca,Marca personal,Coordinador de proyectos,Patrimonio cultural,Variables. Dependen de contratos,De 1 a 5 días,De 1 a 3 personas,"Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Otro,NA,"Patrimonio, Museología y Arquitectura",Aproximadamente lo que debería ganar,Mejores salarios,3,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,3,44,Departamento
6/1/2026 21:31:17,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,11 y 15 años,Especializacion,6 millones a 7 millones,Bogota D.C.,Red de contactos,Director o lider de proyecto,Obras civiles y construccion,Variables. Dependen de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial, Kobo, qfield, avenza",Otro,NA,Derecho y Ciencias Forenses,Aproximadamente lo que debería ganar,Más oportunidades de empleo,5,NA,"Derecho. Antropología forense. Arqueología forense. Derechos humanos, enfocado al tema forense.",5,45,Departamento
6/1/2026 21:31:17,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,11 y 15 años,Especializacion,6 millones a 7 millones,Antioquia,Red de contactos,Director o lider de proyecto,Obras civiles y construccion,Variables. Dependen de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial, Kobo, qfield, avenza",Otro,NA,Derecho y Ciencias Forenses,Aproximadamente lo que debería ganar,Más oportunidades de empleo,5,NA,"Derecho. Antropología forense. Arqueología forense. Derechos humanos, enfocado al tema forense.",5,45,Departamento
6/1/2026 21:36:37,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",7 a 10 años,Maestría,De 4 millones a 5 millones,Bogota D.C.,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Inteligencia Artificial",Poca oferta de empleos,NA,"Patrimonio, Museología y Arquitectura",Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,"La arqueología no es valorada dentro de las ciencias sociales en Colombia, además de que hay poco trabajo y el estado con las normativas y la burocracia hace que el trabajo de la arqueología haya menguado, es bien sabido que por Ley se debe hacer en algunas obras de construcción, además de que en investigación no hay oportunidades, se reduce mucho a la academia y el círculo es cerrado, tampoco se tiene una agremiación que defienda los derechos laborales y a la arqueología que es una profesión de tercera clase. La importancia y relevancia de la arqueología como parte de las ciencias sociales y de la historia, no tiene una buena institucionalidad, además está centralizada y politizada, acá en Colombia la arqueología es subvalorada, y en campos aparte de la preventiva, está muy quedada en comparación a la de otros países. Tampoco hay oferta educativa al respecto, es decir especializaciones etc., y además en este ámbito no hay colegage, tampoco existe la interdisciplanariedad. No hay buena producción científica, es más técnica. Laboralmente no hay oportunidades y todo está muy limitado.",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,1,46,Departamento
6/1/2026 21:36:37,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",7 a 10 años,Maestría,De 4 millones a 5 millones,Cundinamarca,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Inteligencia Artificial",Poca oferta de empleos,NA,"Patrimonio, Museología y Arquitectura",Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,"La arqueología no es valorada dentro de las ciencias sociales en Colombia, además de que hay poco trabajo y el estado con las normativas y la burocracia hace que el trabajo de la arqueología haya menguado, es bien sabido que por Ley se debe hacer en algunas obras de construcción, además de que en investigación no hay oportunidades, se reduce mucho a la academia y el círculo es cerrado, tampoco se tiene una agremiación que defienda los derechos laborales y a la arqueología que es una profesión de tercera clase. La importancia y relevancia de la arqueología como parte de las ciencias sociales y de la historia, no tiene una buena institucionalidad, además está centralizada y politizada, acá en Colombia la arqueología es subvalorada, y en campos aparte de la preventiva, está muy quedada en comparación a la de otros países. Tampoco hay oferta educativa al respecto, es decir especializaciones etc., y además en este ámbito no hay colegage, tampoco existe la interdisciplanariedad. No hay buena producción científica, es más técnica. Laboralmente no hay oportunidades y todo está muy limitado.",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,1,46,Departamento
6/1/2026 21:36:37,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",7 a 10 años,Maestría,De 4 millones a 5 millones,Antioquia,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Inteligencia Artificial",Poca oferta de empleos,NA,"Patrimonio, Museología y Arquitectura",Mucho menor a la que debería ganar,Mejor reconocimiento profesional,1,"La arqueología no es valorada dentro de las ciencias sociales en Colombia, además de que hay poco trabajo y el estado con las normativas y la burocracia hace que el trabajo de la arqueología haya menguado, es bien sabido que por Ley se debe hacer en algunas obras de construcción, además de que en investigación no hay oportunidades, se reduce mucho a la academia y el círculo es cerrado, tampoco se tiene una agremiación que defienda los derechos laborales y a la arqueología que es una profesión de tercera clase. La importancia y relevancia de la arqueología como parte de las ciencias sociales y de la historia, no tiene una buena institucionalidad, además está centralizada y politizada, acá en Colombia la arqueología es subvalorada, y en campos aparte de la preventiva, está muy quedada en comparación a la de otros países. Tampoco hay oferta educativa al respecto, es decir especializaciones etc., y además en este ámbito no hay colegage, tampoco existe la interdisciplanariedad. No hay buena producción científica, es más técnica. Laboralmente no hay oportunidades y todo está muy limitado.",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,1,46,Departamento
6/1/2026 21:41:21,"Si, es mi profesión principal",Hombre,46 años - 50 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Maestría,Más de 10 millones,Bogota D.C.,Años de experiencia,Coordinador de proyectos,Consultoria ambiental o estudios de impacto,Muy estables,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Desconexion entre formacion y oportunidades,NA,Zooarqueología y Biología,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,"Las dificultades que se presentan hoy en día radican en la fragmentación del gremio, sumado a la falta de articulación de la formación académica con el ejercicio profesional. Más posicionamiento como gremio puede mejorar las condiciones laborales y de investigación académica.",Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nurición. Paleoantropologia,5,47,Departamento
6/1/2026 21:43:44,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,7 a 10 años,Especializacion,6 millones a 7 millones,Bogota D.C.,Tener RNA,Arqueologo,Obras civiles y construccion,Muy estables,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,"Patrimonio, Museología y Arquitectura",Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,4,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,48,Departamento
6/1/2026 21:59:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Docencia e investigación universitaria, Trabajador independiente, Consultoria, Divulgacion cientifica, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Maestría,7 millones a 8 millones,Bogota D.C.,Red de contactos,Arqueologo,Instituciones gubernamentales,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,NA,Otro,5,49,Departamento
6/1/2026 21:59:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Docencia e investigación universitaria, Trabajador independiente, Consultoria, Divulgacion cientifica, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Maestría,7 millones a 8 millones,Boyaca,Red de contactos,Arqueologo,Instituciones gubernamentales,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,NA,Otro,5,49,Departamento
6/1/2026 21:59:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Docencia e investigación universitaria, Trabajador independiente, Consultoria, Divulgacion cientifica, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Maestría,7 millones a 8 millones,Cundinamarca,Red de contactos,Arqueologo,Instituciones gubernamentales,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,NA,Otro,5,49,Departamento
6/1/2026 21:59:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Docencia e investigación universitaria, Trabajador independiente, Consultoria, Divulgacion cientifica, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Maestría,7 millones a 8 millones,Santander,Red de contactos,Arqueologo,Instituciones gubernamentales,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,NA,Otro,5,49,Departamento
6/1/2026 22:10:34,"No actualmente, pero lo he hecho antes",Hombre,46 años - 50 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Trabajador independiente, Emprendimientos propios - empresa propia",11 y 15 años,Doctorado,Menos de 2 millones de pesos,Bogota D.C.,Formacion academica,Arqueologo,Consultoria ambiental o estudios de impacto,Ocasionales o esporadicos,Más de 15 días,De 4 a 10 personas,"Excel, Word, Python, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Desconexion entre formacion y oportunidades,NA,"SIG, Geografía y Ciencias Ambientales",Mucho menor a la que debería ganar,Mayor estabilidad laboral,5,La pregunta 18 esta mal enfocada...cuando haces un doctorado en arqueología fuera del país debes abarcar casi todas las opciones que muestra la pregunta...desde  saber cocinar hasta ciencia de datos pasando por inteligencia artificial y derecho entre otras...,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,5,50,Departamento
6/1/2026 22:52:58,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Maestría,De 3 millones a 4 millones,Risaralda,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, Google Sheets, ArcGis, Google Maps, Fotogrametría, Inteligencia Artificial",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejores salarios,3,NA,Otro,3,51,Departamento
6/1/2026 22:56:44,"Si, es mi profesión principal",Hombre,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Doctorado,9 millones a 10 millones,Cesar,Años de experiencia,Profesor o docente,Universidad,Variables. Dependen de contratos,De 1 a 5 días,Más de 10 personas,"Excel, Word, QGis, Google Maps",Falta de estabilidad laboral,NA,Antropología y Arqueología,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,5,NA,Antropología en general o arqueología,5,52,Departamento
6/1/2026 22:56:44,"Si, es mi profesión principal",Hombre,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Doctorado,9 millones a 10 millones,Huila,Años de experiencia,Profesor o docente,Universidad,Variables. Dependen de contratos,De 1 a 5 días,Más de 10 personas,"Excel, Word, QGis, Google Maps",Falta de estabilidad laboral,NA,Antropología y Arqueología,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,5,NA,Antropología en general o arqueología,5,52,Departamento
6/1/2026 23:32:37,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Empleado directo de tiempo completo, Trabajador independiente, Consultoria",7 a 10 años,Maestría,De 4 millones a 5 millones,Antioquia,Tener RNA,Profesor o docente,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, Python, SPSS, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,Zooarqueología y Biología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,"Actualmente debido a la inestabilidad laboral salí del país para trabajar de nuevo como arqueólogo en otro, seguimos dando la lucha para hacer lo que amamos, pero el hecho de que lo único que se podía obtener era un muchas gracias por participar en cada convocatoria de empleo estable en el país marco la diferencia entre quedarme o ir a buscar oportunidades como investigador en otros sitios.",Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nurición. Paleoantropologia,3,53,Departamento
6/2/2026 0:23:48,"No actualmente, pero lo he hecho antes",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Actualmente no recibo ingresos,Menos de 1 año,Pregrado,Prefiero no responder,Bogota D.C.,Redes sociales,Auxiliar de arqueologia,Obras civiles y construccion,Ocasionales o esporadicos,No realizo trabajo de campo,Ninguna,"Excel, Word, Google Sheets, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Desconexion entre formacion y oportunidades,NA,No tengo posgrado,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,5,"Creo que faltaban algunas opciones en algunas  preguntas, sobre todo orientadas a personas con muy poca experiencia o que trabajan muy exporadicamente; relaciónado a lo anterior creo que faltaron preguntas en torno a la experiencia laboral y como impacta esto a las oportunidades laborales, o como está  puede ser un indicador que ayude  en el análisis general del formulario",No tengo posgrado,5,54,Departamento
6/2/2026 0:23:48,"No actualmente, pero lo he hecho antes",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Actualmente no recibo ingresos,Menos de 1 año,Pregrado,Prefiero no responder,Cundinamarca,Redes sociales,Auxiliar de arqueologia,Obras civiles y construccion,Ocasionales o esporadicos,No realizo trabajo de campo,Ninguna,"Excel, Word, Google Sheets, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Desconexion entre formacion y oportunidades,NA,No tengo posgrado,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,5,"Creo que faltaban algunas opciones en algunas  preguntas, sobre todo orientadas a personas con muy poca experiencia o que trabajan muy exporadicamente; relaciónado a lo anterior creo que faltaron preguntas en torno a la experiencia laboral y como impacta esto a las oportunidades laborales, o como está  puede ser un indicador que ayude  en el análisis general del formulario",No tengo posgrado,5,54,Departamento
6/2/2026 2:50:42,"Si, es mi profesión principal",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 2.5 millones a 3 millones,Antioquia,Años de experiencia,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word",Bajos salarios,No tengo posgrado,No tengo posgrado,Algo menor de lo que debería ganar,Más oportunidades de empleo,5,NA,No tengo posgrado,5,55,Departamento
6/2/2026 5:40:32,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria",11 y 15 años,Maestría,De 5 millones a 6 millones,Cesar,Marca personal,Coordinador de proyectos,Sector energetico,Variables. Dependen de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, QGis, ArcGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de reconocimiento profesional,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mejor reconocimiento profesional,4,"Otra de las grandes falencias esta en los mismos profesionales, demasiada mediocridad y falta de conocimiento. Los mismos ""arqueologos"" nos hacen quedar mal por su pasividad y desinterés por su trabajo, en general las empresas que requieren PAP piensan que hacer arqueologia es tomar una foto y ya, y eso es por la impresión que dan los profesionales mediocres y perezosos, entonces porque van a pagar mas si eso lo puede hacer cualquiera.",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,56,Departamento
6/2/2026 5:40:32,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria",11 y 15 años,Maestría,De 5 millones a 6 millones,La Guajira,Marca personal,Coordinador de proyectos,Sector energetico,Variables. Dependen de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, QGis, ArcGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de reconocimiento profesional,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mejor reconocimiento profesional,4,"Otra de las grandes falencias esta en los mismos profesionales, demasiada mediocridad y falta de conocimiento. Los mismos ""arqueologos"" nos hacen quedar mal por su pasividad y desinterés por su trabajo, en general las empresas que requieren PAP piensan que hacer arqueologia es tomar una foto y ya, y eso es por la impresión que dan los profesionales mediocres y perezosos, entonces porque van a pagar mas si eso lo puede hacer cualquiera.",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,56,Departamento
6/2/2026 5:57:31,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Cundinamarca,Red de contactos,Arqueologo,Obras civiles y construccion,Muy estables,Más de 15 días,Más de 10 personas,"Excel, Word, QGis, ArcGis, Google Maps",Bajos salarios,NA,No tengo posgrado,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,NA,No tengo posgrado,5,57,Departamento
6/2/2026 6:28:54,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 4 millones a 5 millones,Cundinamarca,Tener RNA,Auxiliar de arqueologia,Sector energetico,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Desconexion entre formacion y oportunidades,NA,No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,4,NA,No tengo posgrado,4,58,Departamento
