Timestamp,"1. Actualmente ¿trabajas en arqueología? 
",2. ¿Con que género te identificas?,3. ¿En qué rango de edad te encuentras?, 4. ¿En cuál de las siguientes áreas has desarrollado principalmente tu trabajo?  ,"5. Actualmente, ¿cómo obtienes tus ingresos relacionados con arqueología? Puedes seleccionar varias opciones",6 ¿Cuántos años tienes de experiencia en Arqueología?,"7. ¿Cuál es tu nivel de formación académica?
"," 8. ¿Cuál es tu ingreso mensual promedio relacionado con la arqueología?  Si tienes varias fuentes, un promedio general","9. ¿En qué departamento realizas la mayor parte de tu trabajo? Si tienes varios, elige los 2 más significativos. También aplica trabajo académico","10. En tu experiencia, ¿qué factor ha tenido mayor impacto en tus ingresos como arqueólog@?  Lo que mas te ha ayudado a subir tu salario considerablemente",11. ¿Cuál es actualmente tu cargo o rol en arqueología?,"  12. ¿En qué tipo de proyecto o empresa trabajas principalmente?  Si tienes varios, elige el más importante",13.Tus ingresos en arqueología son...,"14. En un mes típico, ¿cuántos días realizas trabajo de campo?",15. ¿Cuántas personas tienes a cargo dentro de tu proyecto o empleo?,16. ¿Cuáles de herramientas tecnológicas utilizas más para tus trabajos en arqueología? Elige todas las que sepas manejar,"17. ¿En que grado, consideras tú que es el mayor problema del mercado laboral de la Arqueología en Colombia? Elige el que consideras más relevante",18. ¿Valió la pena para ti hacer posgrado en arqueología? A nivel de salario y desarrollo profesional,"19. ¿En qué área está tu posgrado? Especialización, maestría o doctorado. Elige solo una","20. Según tu experiencia y lo que notas, ¿crees que tu remuneración actual es..?","21. Si pudieras cambiar una sola cosa para mejorar la profesión de los arqueólogos en Colombia, ¿cuál sería?","22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte
6/1/2026 21:59:09,"Si, es mi profesión principal",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Docencia e investigación universitaria, Trabajador independiente, Consultoria, Divulgacion cientifica, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Entre 1 a 3 años,Maestría,7 millones a 8 millones,"Bogotá D.C., Boyacá, Cundinamarca, Santander",Tus buenos contactos y tu red profesional,Arqueólogo,Instituciones gubernamentales,Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,Definitivamente. Mejoró mis oportunidades y mi salario,Otro,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,
6/1/2026 22:10:34,"No actualmente, pero lo he hecho antes",Hombre,46 años -50 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Trabajador independiente, Emprendimientos propios - empresa propia",11 y 15 años,Doctorado,Menos de 2 millones de pesos,Bogotá D.C.,"Nivel de formacion academica (especializacion, maestria, doctorado)",Arqueólogo,Consultoría ambiental o estudios de impacto,Ocasionales o esporádicos,Más de 15 días,De 4 a 10 personas,"Excel, Word, Python, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de relación entre formación y oportunidades laborales,la formación académica no.se refleja en los salarios ,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Mucho menor a la que debería ganar,Mayor estabilidad laboral,5,La pregunta 18 esta mal enfocada...cuando haces un doctorado en arqueología fuera del país debes abarcar casi todas las opciones que muestra la pregunta...desde  saber cocinar hasta ciencia de datos pasando por inteligencia artificial y derecho entre otras...
6/1/2026 22:52:58,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Maestría,De 3 millones a 4 millones,Risaralda,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,26,De 1 a 3 personas,"Excel, Word, Google Sheets, ArcGis, Google Maps, Fotogrametría, Inteligencia Artificial",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",Otro,Algo menor de lo que debería ganar,Mejores salarios,3,
6/1/2026 22:56:44,"Si, es mi profesión principal",Hombre,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Doctorado,9 millones a 10 millones,"Cesar, Huila",Años de experiencia,"Profesor de antropología, arqueología o afines",Universidad,Variables. Depende de contratos,De 1 a 5 días,Más de 10 personas,"Excel, Word, QGis, Google Maps",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,5,
6/1/2026 23:32:37,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Empleado directo de tiempo completo, Trabajador independiente, Consultoria",7 a 10 años,Maestría,De 4 millones a 5 millones,Antioquía ,Tener RNA,"Profesor de antropología, arqueología o afines","Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, Python, SPSS, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,Poco útil. Muy poco realmente,Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nurición. Paleoantropologia,Mucho menor a la que debería ganar,Mayor estabilidad laboral,3,"Actualmente debido a la inestabilidad laboral salí del país para trabajar de nuevo como arqueólogo en otro, seguimos dando la lucha para hacer lo que amamos, pero el hecho de que lo único que se podía obtener era un muchas gracias por participar en cada convocatoria de empleo estable en el país marco la diferencia entre quedarme o ir a buscar oportunidades como investigador en otros sitios."
6/2/2026 0:23:48,"No actualmente, pero lo he hecho antes",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Actualmente no recibo ingresos ,Menos de 1 año,Pregrado,Prefiero no responder,"Bogotá D.C., Cundinamarca",Redes sociales,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ocasionales o esporádicos,,,"Excel, Word, Google Sheets, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de relación entre formación y oportunidades laborales,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,5,"Creo que faltaban algunas opciones en algunas  preguntas, sobre todo orientadas a personas con muy poca experiencia o que trabajan muy exporadicamente; relaciónado a lo anterior creo que faltaron preguntas en torno a la experiencia laboral y como impacta esto a las oportunidades laborales, o como está  puede ser un indicador que ayude  en el análisis general del formulario"
6/2/2026 2:50:42,"Si, es mi profesión principal",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 2.5 millones a 3 millones,Antioquia ,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,30,Ninguna,"Excel, Word",Bajos salarios,No lo he hecho ,No tengo posgrado,Algo menor de lo que debería ganar,Más oportunidades de empleo,5,
6/2/2026 5:40:32,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria",11 y 15 años,Maestría,De 5 millones a 6 millones,"Cesar, La Guajira",Tener una marca personal reconocida,Coordinador de proyectos o afines,Parques foltovoltáicos. Sector energético,Variables. Depende de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, QGis, ArcGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de reconocimiento profesional,Poco útil. Muy poco realmente,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,4,"Otra de las grandes falencias esta en los mismos profesionales, demasiada mediocridad y falta de conocimiento. Los mismos ""arqueologos"" nos hacen quedar mal por su pasividad y desinterés por su trabajo, en general las empresas que requieren PAP piensan que hacer arqueologia es tomar una foto y ya, y eso es por la impresión que dan los profesionales mediocres y perezosos, entonces porque van a pagar mas si eso lo puede hacer cualquiera."
6/2/2026 5:57:31,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Cundinamarca,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Más de 10 personas,"Excel, Word, QGis, ArcGis, Google Maps",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,
6/2/2026 6:28:54,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 4 millones a 5 millones,"Cundinamarca, La Guajira, Valle del Cauca",Tener RNA,Auxiliar de arqueología,Parques foltovoltáicos. Sector energético,Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de relación entre formación y oportunidades laborales,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,4,
6/2/2026 6:32:29,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Consultoria",7 a 10 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, Google Sheets, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de reconocimiento profesional,Para nada. Lo que aprendí no se aplica en mi trabajo. La inversión se perdió,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,4,
6/2/2026 6:33:45,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",7 a 10 años,Estudiante de pregrado,De 3 millones a 4 millones,"Atlánico, Bolivar, Casanare, Cesar, La Guajira, Magdalena, Norte de Santander",Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,Word,Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mejores salarios,4,
6/2/2026 6:35:28,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,7 a 10 años,Pregrado,De 5 millones a 6 millones,Donde se presente la oportunidad,Años de experiencia,Coordinador de proyectos o afines,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,No realizo trabajo de campo,De 4 a 10 personas,"Excel, Word, QGis, ArcGis, AutoCAD, Google Maps",Falta de reconocimiento profesional,Soy maestrante pero no en arqueología.,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,4,Resulta fundamental fortalecer la unidad gremial y promover acciones conjuntas que permitan representar de manera efectiva a los profesionales. La falta de articulación y respaldo colectivo dificulta la toma de decisiones y la defensa de nuestros derechos laborales y profesionales. 
6/2/2026 7:16:14,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,7 a 10 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, Google Maps, Fotogrametría",Falta de reconocimiento profesional,Considero que el posgrado no es relevante,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,4,"Creo que los problemas en arqueología son varios, entre ellos, bajos salarios, falta de reconocimiento profesional, falta de oportunidades de formación como cursos, diplomados etc, en parte porque el sueldo no alcanza para formarse y los horarios y la carga de trabajo es alta. Como profesional, haces trabajo de campo, oficina que incluye ordenar datos, producir informes y gestionar SIG. La mayoría de las veces con contratos de ""confianza"" por lo tanto no tienes reconocimiento de extras y si uno se enferma- incapacita, se vuelve una novela porque solo hay un arqueólogo, no importa el tamaño de la obra. Estamos en precarización "
6/2/2026 7:20:42,"Si, es mi profesión principal",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Investigación en laboratorio",4 a 6 años,Pregrado,De 3 millones a 4 millones,"Cauca, Antioquia","Tu especialidad técnica en arqueología: cerámica, líticos, etc",Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, SPSS, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mejor claridad en los honorarios o sueldos,4,
6/2/2026 8:01:54,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 5 millones a 6 millones,Cesar,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, ArcGis, AutoCAD, Google Maps",Falta de estabilidad laboral,Poco útil. Muy poco realmente,No tengo posgrado,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,3,
6/2/2026 8:18:15,"Si, es mi profesión principal",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Trabajador independiente",7 a 10 años,Pregrado,De 4 millones a 5 millones,"Bolivar, Cesar, Magdalena",Manejar SIG,Coordinador de proyectos o afines,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, Google Sheets, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, AutoCAD, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Más oportunidades de empleo,4,
6/2/2026 8:32:22,"Si, es mi profesión principal",Hombre,50 años o más,Ambas por igual,"Contratista - prestación de servicios, Docencia e investigación universitaria, Trabajador independiente, Emprendimientos propios - empresa propia, Divulgacion cientifica, Museos y conservación. Gestor cultural, Generando material didáctico, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",11 y 15 años,Maestría,Más de 10 millones,"Boyacá, Caldas, Antioquia ",Tener una marca personal reconocida,Director o lider de proyecto,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,11 a 15 días,Más de 10 personas,"Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Fotogrametría",Falta de claridad en tarifas u honorarios,"Útil. Lo mejoró si, pero no lo que esperaba",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Mucho menor a la que debería ganar,Mejores salarios,5,
6/2/2026 8:39:51,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Pregrado,De 3 millones a 4 millones,Cundinamarca,Años de experiencia,Director o lider de proyecto,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,De 6 a 10 días,Ninguna,"Excel, Word, QGis, Google Maps",Poca oferta de empleos,No tengo posgrado,Otro,Mucho menor a la que debería ganar,Más oportunidades de empleo,4,
6/2/2026 8:52:17,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,Poco útil. Muy poco realmente,No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,2,
6/2/2026 9:06:50,No,Hombre,50 años o más,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Consultoria, Divulgacion cientifica",11 y 15 años,Maestría,De 3 millones a 4 millones,"Caldas, Quindio, Risaralda",Años de experiencia,Investigador independiente,"Trabajo independiente, freenlance o por proyectos",Ocasionales o esporádicos,Más de 15 días,Más de 10 personas,"Excel, Word, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Otro,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,Mucho menor a la que debería ganar,Más regulación del sector,4,La causa de la crisis laboral es el decreto 138. Se perdió lo construido en 30 años.
6/2/2026 10:10:43,"No actualmente, pero lo he hecho antes",Mujer,41 años - 45 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Consultoria, Divulgacion cientifica, Turismo, Museos y conservación. Gestor cultural, Nunca he ganado ingresos, Investigación en laboratorio, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",Menos de 1 año,Especializacion,Nunca he ganado nada,"Bogotá D.C., Tolima",Crear buen contenido,Gestor social o cultural,Gestión del patrimonio cultural,Ninguno,No realizo trabajo de campo,De 4 a 10 personas,"Excel, Word, AutoCAD, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de relación entre formación y oportunidades laborales,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,No sé cuánto debería ganar realmente,El pensum de las universidades,5,Ninguna 
6/2/2026 11:07:59,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Especializacion,De 4 millones a 5 millones,Bogotá D.C.,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Todos los días ,Ninguna,"Excel, Word, Python, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Falta de estabilidad laboral,Poco útil. Muy poco realmente,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Mejores salarios,4,
6/2/2026 15:53:02,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Tener RNA,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Google Maps, Fotogrametría",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mejores salarios,4,
6/2/2026 16:15:03,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 4 millones a 5 millones,Tolima,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, AutoCAD",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/2/2026 16:33:17,"No actualmente, pero lo he hecho antes",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,Menos de 1 año,Pregrado,De 2 millones a 2.5 millones,"Meta, Putumayo",Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Ocasionales o esporádicos,Más de 15 días,Ninguna,"Excel, Word, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",Ciencias de datos. Ingeniería de sistemas. Analítica de datos. Inteligencia artificial,Mucho menor a la que debería ganar,Mayor estabilidad laboral,2,
6/2/2026 21:00:13,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Trabajador independiente, Consultoria, Emprendimientos propios - empresa propia",7 a 10 años,Pregrado,De 3 millones a 4 millones,"Atlánico, Bolivar, Huila, Meta",Habilidades de comunicación y persuasión,Empresario o emprendedor,Consultoría ambiental o estudios de impacto,Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/2/2026 23:56:21,"Si, ocasionalmente",Hombre,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Trabajador independiente, Investigación en laboratorio",Entre 1 a 3 años,Pregrado,Menos de 2 millones de pesos,Bogotá D.C.,Rosca,Auxiliar de arqueología,"Trabajo independiente, freenlance o por proyectos",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, Google Sheets, Google Maps, Fotogrametría, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Más oportunidades de empleo,1,
6/3/2026 5:18:28,"Si, es mi profesión principal",Hombre,50 años o más,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente",11 y 15 años,Maestría,De 5 millones a 6 millones,"Caldas, Santander",Tus buenos contactos y tu red profesional,Director o lider de proyecto,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,11 a 15 días,De 4 a 10 personas,"Excel, Word, Google Sheets, SPSS, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, SQL, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,Mucho menor a la que debería ganar,Mejor claridad en los honorarios o sueldos,3,"La arqueología en Colombia carece de una instancia gremial o cuerpo colegiado con representatividad nacional que articule de manera efectiva las posiciones del sector, situación que ha contribuido a una alta fragmentación institucional y profesional. La diversidad de enfoques, intereses y perspectivas dentro de la disciplina, sumada a la ausencia de mecanismos formales de concertación, dificulta la construcción de consensos técnicos y limita la capacidad de interlocución colectiva frente al Estado, la academia y otros actores relevantes. Como consecuencia, no existe una entidad comparable a los colegios profesionales o consejos nacionales presentes en otras disciplinas, capaz de ejercer liderazgo, representación y defensa de los intereses comunes de la arqueología nacional."
6/3/2026 10:45:49,"Si, es mi profesión principal",Hombre,50 años o más,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Pregrado,De 5 millones a 6 millones,Bogotá D.C.,Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,De 6 a 10 días,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Mucho menor a la que debería ganar,Más oportunidades de empleo,5,Mientras algunos profesionales desarrollan hasta decenas de proyectos otros pasan meses sin encontrar nada
